Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent,Code
Guatemala,2020-03-20,12,1,0,Americas,GTM
Guernsey,2020-03-20,0,0,0,Europe,GGY
Guinea,2020-03-20,1,0,0,Africa,GIN
Guyana,2020-03-20,7,1,0,Americas,GUY
Haiti,2020-03-20,2,0,0,Americas,HTI
Vatican City,2020-03-20,1,0,0,Europe,VAT
Honduras,2020-03-20,24,0,0,Americas,HND
Hungary,2020-03-20,85,3,2,Europe,HUN
Iceland,2020-03-20,409,0,5,Europe,ISL
India,2020-03-20,244,5,20,Asia,IND
Indonesia,2020-03-20,369,32,15,Asia,IDN
Iran,2020-03-20,19644,1433,6745,Asia,IRN
Iraq,2020-03-20,208,17,49,Asia,IRQ
Ireland,2020-03-20,683,3,5,Europe,IRL
Israel,2020-03-20,705,0,14,Asia,ISR
Italy,2020-03-20,47021,4032,4440,Europe,ITA
Jamaica,2020-03-20,16,1,2,Americas,JAM
Japan,2020-03-20,963,33,191,Asia,JPN
Jersey,2020-03-20,0,0,0,Europe,JEY
Jordan,2020-03-20,85,0,1,Asia,JOR
Kazakhstan,2020-03-20,49,3,0,Asia,KAZ
Kenya,2020-03-20,7,0,0,Africa,KEN
South Korea,2020-03-20,8652,94,1540,Asia,KOR
Kosovo,2020-03-20,2,0,0,Outro,NA
Kuwait,2020-03-20,159,0,18,Asia,KWT
Kyrgyzstan,2020-03-20,6,0,0,Asia,KGZ
Latvia,2020-03-20,111,0,1,Europe,LVA
Lebanon,2020-03-20,163,4,4,Asia,LBN
Liberia,2020-03-20,2,0,0,Africa,LBR
Liechtenstein,2020-03-20,28,0,0,Europe,LIE
Lithuania,2020-03-20,49,0,1,Europe,LTU
Luxembourg,2020-03-20,484,4,0,Europe,LUX
Madagascar,2020-03-20,3,0,0,Africa,MDG
Malaysia,2020-03-20,1030,3,87,Asia,MYS
Maldives,2020-03-20,13,0,0,Asia,MDV
Malta,2020-03-20,64,0,2,Europe,MLT
Martinique,2020-03-20,32,1,0,Americas,MTQ
Mauritania,2020-03-20,2,0,0,Africa,MRT
Mauritius,2020-03-20,12,0,0,Africa,MUS
Mayotte,2020-03-20,6,0,0,Africa,MYT
Mexico,2020-03-20,164,1,4,Americas,MEX
Moldova,2020-03-20,66,1,1,Europe,MDA
Monaco,2020-03-20,11,0,0,Europe,MCO
Mongolia,2020-03-20,6,0,0,Asia,MNG
Montenegro,2020-03-20,14,0,0,Europe,MNE
Morocco,2020-03-20,77,3,1,Africa,MAR
Namibia,2020-03-20,3,0,0,Africa,NAM
Nepal,2020-03-20,1,0,1,Asia,NPL
Netherlands,2020-03-20,3003,107,2,Europe,NLD
New Zealand,2020-03-20,39,0,0,Oceania,NZL
Nicaragua,2020-03-20,1,0,0,Americas,NIC
Niger,2020-03-20,1,0,0,Africa,NER
Nigeria,2020-03-20,12,0,1,Africa,NGA
Macedonia,2020-03-20,67,0,1,Europe,MKD
Norway,2020-03-20,1914,7,1,Europe,NOR
Oman,2020-03-20,48,0,12,Asia,OMN
Pakistan,2020-03-20,501,3,13,Asia,PAK
Panama,2020-03-20,137,1,0,Americas,PAN
Papua New Guinea,2020-03-20,1,0,0,Oceania,PNG
Paraguay,2020-03-20,13,0,0,Americas,PRY
Peru,2020-03-20,234,3,1,Americas,PER
Philippines,2020-03-20,230,18,8,Asia,PHL
Poland,2020-03-20,425,5,1,Europe,POL
Portugal,2020-03-20,1020,6,5,Europe,PRT
Puerto Rico,2020-03-20,0,0,0,Americas,PRI
Qatar,2020-03-20,470,0,10,Asia,QAT
Congo - Brazzaville,2020-03-20,3,0,0,Africa,COG
Réunion,2020-03-20,28,0,0,Africa,REU
Romania,2020-03-20,308,0,25,Europe,ROU
Russia,2020-03-20,253,1,9,Europe,RUS
Rwanda,2020-03-20,17,0,0,Africa,RWA
St. Lucia,2020-03-20,2,0,0,Americas,LCA
St. Vincent & Grenadines,2020-03-20,1,0,0,Americas,VCT
San Marino,2020-03-20,144,14,4,Europe,SMR
Saudi Arabia,2020-03-20,344,0,8,Asia,SAU
Senegal,2020-03-20,38,0,2,Africa,SEN
Serbia,2020-03-20,135,1,1,Europe,SRB
Seychelles,2020-03-20,7,0,0,Africa,SYC
Singapore,2020-03-20,385,0,124,Asia,SGP
Slovakia,2020-03-20,137,1,0,Europe,SVK
Slovenia,2020-03-20,341,1,0,Europe,SVN
Somalia,2020-03-20,1,0,0,Africa,SOM
South Africa,2020-03-20,202,0,0,Africa,ZAF
Spain,2020-03-20,20410,1043,1588,Europe,ESP
Sri Lanka,2020-03-20,73,0,3,Asia,LKA
Sudan,2020-03-20,2,1,0,Africa,SDN
Suriname,2020-03-20,4,0,0,Americas,SUR
Sweden,2020-03-20,1639,16,16,Europe,SWE
Switzerland,2020-03-20,5294,54,15,Europe,CHE
Taiwan,2020-03-20,135,2,26,Asia,TWN
Tanzania,2020-03-20,6,0,0,Africa,TZA
Thailand,2020-03-20,322,1,42,Asia,THA
Bahamas,2020-03-20,3,0,0,Americas,BHS
Gambia,2020-03-20,1,0,0,Africa,GMB
Togo,2020-03-20,9,0,1,Africa,TGO
Trinidad & Tobago,2020-03-20,9,0,0,Americas,TTO
Tunisia,2020-03-20,54,1,0,Africa,TUN
Turkey,2020-03-20,359,4,0,Asia,TUR
Ukraine,2020-03-20,29,3,0,Europe,UKR
United Arab Emirates,2020-03-20,140,2,31,Asia,ARE
United Kingdom,2020-03-20,4014,178,67,Europe,GBR
Uruguay,2020-03-20,94,0,0,Americas,URY
United States,2020-03-20,19101,244,147,Americas,USA
Uzbekistan,2020-03-20,33,0,0,Asia,UZB
Venezuela,2020-03-20,42,0,0,Americas,VEN
Vietnam,2020-03-20,91,0,16,Asia,VNM
Zambia,2020-03-20,2,0,0,Africa,ZMB
Zimbabwe,2020-03-20,1,0,0,Africa,ZWE
Afghanistan,2020-03-21,24,0,1,Asia,AFG
Albania,2020-03-21,76,2,2,Europe,ALB
Algeria,2020-03-21,139,15,32,Africa,DZA
Andorra,2020-03-21,88,0,1,Europe,AND
Angola,2020-03-21,2,0,0,Africa,AGO
Antigua & Barbuda,2020-03-21,1,0,0,Americas,ATG
Argentina,2020-03-21,158,4,3,Americas,ARG
Armenia,2020-03-21,160,0,1,Asia,ARM
Australia,2020-03-21,1071,7,26,Oceania,AUS
Austria,2020-03-21,2814,8,9,Europe,AUT
Azerbaijan,2020-03-21,53,1,11,Asia,AZE
Bahamas,2020-03-21,4,0,0,Americas,BHS
Bahrain,2020-03-21,305,1,125,Asia,BHR
Bangladesh,2020-03-21,25,2,3,Asia,BGD
Barbados,2020-03-21,6,0,0,Americas,BRB
Belarus,2020-03-21,76,0,15,Europe,BLR
Belgium,2020-03-21,2815,67,263,Europe,BEL
Benin,2020-03-21,2,0,0,Africa,BEN
Bhutan,2020-03-21,2,0,0,Asia,BTN
Bolivia,2020-03-21,19,0,0,Americas,BOL
Bosnia & Herzegovina,2020-03-21,93,1,2,Europe,BIH
Brazil,2020-03-21,1021,15,2,Americas,BRA
Brunei,2020-03-21,83,0,2,Asia,BRN
Bulgaria,2020-03-21,163,3,3,Europe,BGR
Burkina Faso,2020-03-21,64,2,5,Africa,BFA
Cape Verde,2020-03-21,4,0,0,Africa,CPV
Cambodia,2020-03-21,53,0,1,Asia,KHM
Cameroon,2020-03-21,27,0,0,Africa,CMR
Canada,2020-03-21,1278,19,10,Americas,CAN
Cape Verde,2020-03-21,4,0,0,Africa,CPV
Central African Republic,2020-03-21,3,0,0,Africa,CAF
Chad,2020-03-21,1,0,0,Africa,TCD
Chile,2020-03-21,537,0,6,Americas,CHL
China,2020-03-21,81305,3259,71857,Asia,CHN
Colombia,2020-03-21,196,0,1,Americas,COL
Congo - Brazzaville,2020-03-21,3,0,0,Africa,COG
Congo - Kinshasa,2020-03-21,23,1,0,Africa,COD
Costa Rica,2020-03-21,117,2,2,Americas,CRI
Côte d’Ivoire,2020-03-21,14,0,1,Africa,CIV
Croatia,2020-03-21,206,1,5,Europe,HRV
Cruise Ship,2020-03-21,712,8,325,Outro,NA
Cuba,2020-03-21,21,1,0,Americas,CUB
Cyprus,2020-03-21,84,0,0,Asia,CYP
Czechia,2020-03-21,995,0,6,Europe,CZE
Denmark,2020-03-21,1420,13,1,Europe,DNK
Djibouti,2020-03-21,1,0,0,Africa,DJI
Dominican Republic,2020-03-21,112,2,0,Americas,DOM
Timor-Leste,2020-03-21,1,0,0,Asia,TLS
Ecuador,2020-03-21,506,7,3,Americas,ECU
Egypt,2020-03-21,294,10,41,Africa,EGY
El Salvador,2020-03-21,3,0,0,Americas,SLV
Equatorial Guinea,2020-03-21,6,0,0,Africa,GNQ
Eritrea,2020-03-21,1,0,0,Africa,ERI
Estonia,2020-03-21,306,0,1,Europe,EST
Swaziland,2020-03-21,1,0,0,Africa,SWZ
Ethiopia,2020-03-21,9,0,0,Africa,ETH
Fiji,2020-03-21,1,0,0,Oceania,FJI
Finland,2020-03-21,523,1,10,Europe,FIN
France,2020-03-21,14308,562,12,Europe,FRA
French Guiana,2020-03-21,18,0,6,Americas,GUF
Gabon,2020-03-21,4,1,0,Africa,GAB
Gambia,2020-03-21,1,0,0,Africa,GMB
Georgia,2020-03-21,49,0,1,Asia,GEO
Germany,2020-03-21,22213,84,233,Europe,DEU
Ghana,2020-03-21,19,1,0,Africa,GHA
Greece,2020-03-21,530,13,19,Europe,GRC
Greenland,2020-03-21,0,0,0,Americas,GRL
Guadeloupe,2020-03-21,53,0,0,Americas,GLP
Guam,2020-03-21,0,0,0,Oceania,GUM
Guatemala,2020-03-21,17,1,0,Americas,GTM
Guernsey,2020-03-21,0,0,0,Europe,GGY
Guinea,2020-03-21,2,0,0,Africa,GIN
Guyana,2020-03-21,7,1,0,Americas,GUY
Haiti,2020-03-21,2,0,0,Americas,HTI
Vatican City,2020-03-21,1,0,0,Europe,VAT
Honduras,2020-03-21,24,0,0,Americas,HND
Hungary,2020-03-21,103,4,7,Europe,HUN
Iceland,2020-03-21,473,1,22,Europe,ISL
India,2020-03-21,330,4,23,Asia,IND
Indonesia,2020-03-21,450,38,15,Asia,IDN
Iran,2020-03-21,20610,1556,7635,Asia,IRN
Iraq,2020-03-21,214,17,51,Asia,IRQ
Ireland,2020-03-21,785,3,5,Europe,IRL
Israel,2020-03-21,883,1,36,Asia,ISR
Italy,2020-03-21,53578,4825,6072,Europe,ITA
Jamaica,2020-03-21,16,1,2,Americas,JAM
Japan,2020-03-21,1007,35,232,Asia,JPN
Jersey,2020-03-21,0,0,0,Europe,JEY
Jordan,2020-03-21,85,0,1,Asia,JOR
Kazakhstan,2020-03-21,53,0,0,Asia,KAZ
Kenya,2020-03-21,7,0,0,Africa,KEN
South Korea,2020-03-21,8799,102,1540,Asia,KOR
Kosovo,2020-03-21,2,0,0,Outro,NA
Kuwait,2020-03-21,176,0,27,Asia,KWT
Kyrgyzstan,2020-03-21,14,0,0,Asia,KGZ
Latvia,2020-03-21,124,0,1,Europe,LVA
Lebanon,2020-03-21,187,4,4,Asia,LBN
Liberia,2020-03-21,3,0,0,Africa,LBR
Liechtenstein,2020-03-21,37,0,0,Europe,LIE
Lithuania,2020-03-21,83,1,1,Europe,LTU
Luxembourg,2020-03-21,670,8,0,Europe,LUX
Madagascar,2020-03-21,3,0,0,Africa,MDG
Malaysia,2020-03-21,1183,4,114,Asia,MYS
Maldives,2020-03-21,13,0,0,Asia,MDV
Malta,2020-03-21,73,0,2,Europe,MLT
Martinique,2020-03-21,32,1,0,Americas,MTQ
Mauritania,2020-03-21,2,0,0,Africa,MRT
Mauritius,2020-03-21,14,1,0,Africa,MUS
Mayotte,2020-03-21,7,0,0,Africa,MYT
Mexico,2020-03-21,203,2,4,Americas,MEX
Moldova,2020-03-21,80,1,1,Europe,MDA
Monaco,2020-03-21,11,0,0,Europe,MCO
Mongolia,2020-03-21,10,0,0,Asia,MNG
Montenegro,2020-03-21,14,0,0,Europe,MNE
Morocco,2020-03-21,96,3,3,Africa,MAR
Namibia,2020-03-21,3,0,0,Africa,NAM
Nepal,2020-03-21,1,0,1,Asia,NPL
Netherlands,2020-03-21,3640,137,2,Europe,NLD
New Zealand,2020-03-21,52,0,0,Oceania,NZL
Nicaragua,2020-03-21,2,0,0,Americas,NIC
Niger,2020-03-21,1,0,0,Africa,NER
Nigeria,2020-03-21,22,0,1,Africa,NGA
Macedonia,2020-03-21,85,0,1,Europe,MKD
Norway,2020-03-21,2118,7,1,Europe,NOR
Oman,2020-03-21,52,0,12,Asia,OMN
Pakistan,2020-03-21,730,3,13,Asia,PAK
Panama,2020-03-21,200,1,0,Americas,PAN
Papua New Guinea,2020-03-21,1,0,0,Oceania,PNG
Paraguay,2020-03-21,18,1,0,Americas,PRY
Peru,2020-03-21,318,5,1,Americas,PER
Philippines,2020-03-21,307,19,13,Asia,PHL
Poland,2020-03-21,536,5,1,Europe,POL
Portugal,2020-03-21,1280,12,5,Europe,PRT
Puerto Rico,2020-03-21,0,0,0,Americas,PRI
Qatar,2020-03-21,481,0,27,Asia,QAT
Congo - Brazzaville,2020-03-21,3,0,0,Africa,COG
Réunion,2020-03-21,45,0,0,Africa,REU
Romania,2020-03-21,367,0,52,Europe,ROU
Russia,2020-03-21,306,1,12,Europe,RUS
Rwanda,2020-03-21,17,0,0,Africa,RWA
St. Lucia,2020-03-21,2,0,0,Americas,LCA
St. Vincent & Grenadines,2020-03-21,1,0,0,Americas,VCT
San Marino,2020-03-21,144,20,4,Europe,SMR
Saudi Arabia,2020-03-21,392,0,16,Asia,SAU
Senegal,2020-03-21,47,0,5,Africa,SEN
Serbia,2020-03-21,171,1,1,Europe,SRB
Seychelles,2020-03-21,7,0,0,Africa,SYC
Singapore,2020-03-21,432,2,140,Asia,SGP
Slovakia,2020-03-21,178,1,0,Europe,SVK
Slovenia,2020-03-21,383,1,0,Europe,SVN
Somalia,2020-03-21,1,0,0,Africa,SOM
South Africa,2020-03-21,240,0,0,Africa,ZAF
Spain,2020-03-21,25374,1375,2125,Europe,ESP
Sri Lanka,2020-03-21,77,0,1,Asia,LKA
Sudan,2020-03-21,2,1,0,Africa,SDN
Suriname,2020-03-21,4,0,0,Americas,SUR
Sweden,2020-03-21,1763,20,16,Europe,SWE
Switzerland,2020-03-21,6575,75,15,Europe,CHE
Taiwan,2020-03-21,153,2,28,Asia,TWN
Tanzania,2020-03-21,6,0,0,Africa,TZA
Thailand,2020-03-21,411,1,42,Asia,THA
Bahamas,2020-03-21,4,0,0,Americas,BHS
Gambia,2020-03-21,1,0,0,Africa,GMB
Togo,2020-03-21,16,0,1,Africa,TGO
Trinidad & Tobago,2020-03-21,49,0,1,Americas,TTO
Tunisia,2020-03-21,60,1,0,Africa,TUN
Turkey,2020-03-21,670,9,0,Asia,TUR
Uganda,2020-03-21,1,0,0,Africa,UGA
Ukraine,2020-03-21,47,3,1,Europe,UKR
United Arab Emirates,2020-03-21,153,2,38,Asia,ARE
United Kingdom,2020-03-21,5067,234,67,Europe,GBR
Uruguay,2020-03-21,110,0,0,Americas,URY
United States,2020-03-21,25493,307,171,Americas,USA
Uzbekistan,2020-03-21,43,0,0,Asia,UZB
Venezuela,2020-03-21,70,0,0,Americas,VEN
Vietnam,2020-03-21,94,0,17,Asia,VNM
Zambia,2020-03-21,2,0,0,Africa,ZMB
Zimbabwe,2020-03-21,3,0,0,Africa,ZWE
Afghanistan,2020-03-22,40,1,1,Asia,AFG
Albania,2020-03-22,89,2,2,Europe,ALB
Algeria,2020-03-22,201,17,65,Africa,DZA
Andorra,2020-03-22,113,1,1,Europe,AND
Angola,2020-03-22,2,0,0,Africa,AGO
Antigua & Barbuda,2020-03-22,1,0,0,Americas,ATG
Argentina,2020-03-22,266,4,27,Americas,ARG
Armenia,2020-03-22,194,0,2,Asia,ARM
Australia,2020-03-22,1490,7,92,Oceania,AUS
Austria,2020-03-22,3580,16,9,Europe,AUT
Azerbaijan,2020-03-22,65,1,11,Asia,AZE
Bahamas,2020-03-22,4,0,0,Americas,BHS
Bahrain,2020-03-22,334,2,149,Asia,BHR
Bangladesh,2020-03-22,27,2,3,Asia,BGD
Barbados,2020-03-22,14,0,0,Americas,BRB
Belarus,2020-03-22,76,0,15,Europe,BLR
Belgium,2020-03-22,3401,75,263,Europe,BEL
Benin,2020-03-22,2,0,0,Africa,BEN
Bhutan,2020-03-22,2,0,0,Asia,BTN
Bolivia,2020-03-22,24,0,0,Americas,BOL
Bosnia & Herzegovina,2020-03-22,126,1,2,Europe,BIH
Brazil,2020-03-22,1546,25,2,Americas,BRA
Brunei,2020-03-22,88,0,2,Asia,BRN
Bulgaria,2020-03-22,187,3,3,Europe,BGR
Burkina Faso,2020-03-22,75,4,5,Africa,BFA
Cape Verde,2020-03-22,3,0,0,Africa,CPV
Cambodia,2020-03-22,84,0,2,Asia,KHM
Cameroon,2020-03-22,40,0,2,Africa,CMR
Canada,2020-03-22,1470,21,0,Americas,CAN
Central African Republic,2020-03-22,3,0,0,Africa,CAF
Chad,2020-03-22,1,0,0,Africa,TCD
Chile,2020-03-22,632,1,8,Americas,CHL
China,2020-03-22,81397,3265,72362,Asia,CHN
Colombia,2020-03-22,231,2,3,Americas,COL
Congo - Brazzaville,2020-03-22,3,0,0,Africa,COG
Congo - Kinshasa,2020-03-22,30,1,0,Africa,COD
Costa Rica,2020-03-22,134,2,2,Americas,CRI
Côte d’Ivoire,2020-03-22,14,0,1,Africa,CIV
Croatia,2020-03-22,254,1,5,Europe,HRV
Cruise Ship,2020-03-22,712,8,567,Outro,NA
Cuba,2020-03-22,35,1,0,Americas,CUB
Cyprus,2020-03-22,95,1,3,Asia,CYP
Czechia,2020-03-22,1120,1,6,Europe,CZE
Denmark,2020-03-22,1514,13,4,Europe,DNK
Djibouti,2020-03-22,1,0,0,Africa,DJI
Dominica,2020-03-22,1,0,0,Americas,DMA
Dominican Republic,2020-03-22,202,3,0,Americas,DOM
Ecuador,2020-03-22,789,14,3,Americas,ECU
Egypt,2020-03-22,327,14,56,Africa,EGY
El Salvador,2020-03-22,3,0,0,Americas,SLV
Equatorial Guinea,2020-03-22,6,0,0,Africa,GNQ
Eritrea,2020-03-22,1,0,0,Africa,ERI
Estonia,2020-03-22,326,0,4,Europe,EST
Swaziland,2020-03-22,4,0,0,Africa,SWZ
Ethiopia,2020-03-22,11,0,0,Africa,ETH
Fiji,2020-03-22,2,0,0,Oceania,FJI
Finland,2020-03-22,626,1,10,Europe,FIN
France,2020-03-22,16214,676,2201,Europe,FRA
Gabon,2020-03-22,5,1,0,Africa,GAB
Gambia,2020-03-22,1,0,0,Africa,GMB
Georgia,2020-03-22,54,0,1,Asia,GEO
Germany,2020-03-22,24873,94,266,Europe,DEU
Ghana,2020-03-22,23,1,0,Africa,GHA
Greece,2020-03-22,624,15,19,Europe,GRC
Grenada,2020-03-22,1,0,0,Americas,GRD
Guatemala,2020-03-22,19,1,0,Americas,GTM
Guinea,2020-03-22,2,0,0,Africa,GIN
Guyana,2020-03-22,18,1,0,Americas,GUY
Haiti,2020-03-22,2,0,0,Americas,HTI
Vatican City,2020-03-22,1,0,0,Europe,VAT
Honduras,2020-03-22,26,0,0,Americas,HND
Hungary,2020-03-22,131,6,16,Europe,HUN
Iceland,2020-03-22,568,1,5,Europe,ISL
India,2020-03-22,396,7,24,Asia,IND
Indonesia,2020-03-22,514,48,29,Asia,IDN
Iran,2020-03-22,21638,1685,7635,Asia,IRN
Iraq,2020-03-22,233,20,57,Asia,IRQ
Ireland,2020-03-22,906,4,5,Europe,IRL
Israel,2020-03-22,1071,1,37,Asia,ISR
Italy,2020-03-22,59138,5476,7024,Europe,ITA
Jamaica,2020-03-22,19,1,2,Americas,JAM
Japan,2020-03-22,1086,36,235,Asia,JPN
Jordan,2020-03-22,112,0,1,Asia,JOR
Kazakhstan,2020-03-22,59,0,0,Asia,KAZ
Kenya,2020-03-22,15,0,0,Africa,KEN
South Korea,2020-03-22,8897,104,2909,Asia,KOR
Kuwait,2020-03-22,188,0,30,Asia,KWT
Kyrgyzstan,2020-03-22,14,0,0,Asia,KGZ
Latvia,2020-03-22,139,0,1,Europe,LVA
Lebanon,2020-03-22,248,4,8,Asia,LBN
Liberia,2020-03-22,3,0,0,Africa,LBR
Liechtenstein,2020-03-22,37,0,0,Europe,LIE
Lithuania,2020-03-22,129,1,1,Europe,LTU
Luxembourg,2020-03-22,798,8,6,Europe,LUX
Madagascar,2020-03-22,3,0,0,Africa,MDG
Malaysia,2020-03-22,1306,10,139,Asia,MYS
Maldives,2020-03-22,13,0,3,Asia,MDV
Malta,2020-03-22,90,0,2,Europe,MLT
Mauritania,2020-03-22,2,0,0,Africa,MRT
Mauritius,2020-03-22,28,2,0,Africa,MUS
Mexico,2020-03-22,251,2,4,Americas,MEX
Moldova,2020-03-22,94,1,1,Europe,MDA
Monaco,2020-03-22,23,0,1,Europe,MCO
Mongolia,2020-03-22,10,0,0,Asia,MNG
Montenegro,2020-03-22,21,0,0,Europe,MNE
Morocco,2020-03-22,115,4,3,Africa,MAR
Mozambique,2020-03-22,1,0,0,Africa,MOZ
Namibia,2020-03-22,3,0,0,Africa,NAM
Nepal,2020-03-22,1,0,1,Asia,NPL
Netherlands,2020-03-22,4217,180,3,Europe,NLD
New Zealand,2020-03-22,102,0,0,Oceania,NZL
Nicaragua,2020-03-22,2,0,0,Americas,NIC
Niger,2020-03-22,2,0,0,Africa,NER
Nigeria,2020-03-22,30,0,2,Africa,NGA
Macedonia,2020-03-22,115,1,1,Europe,MKD
Norway,2020-03-22,2263,7,6,Europe,NOR
Oman,2020-03-22,55,0,17,Asia,OMN
Pakistan,2020-03-22,776,4,13,Asia,PAK
Panama,2020-03-22,313,3,1,Americas,PAN
Papua New Guinea,2020-03-22,1,0,0,Oceania,PNG
Paraguay,2020-03-22,22,1,0,Americas,PRY
Peru,2020-03-22,363,5,1,Americas,PER
Philippines,2020-03-22,380,25,15,Asia,PHL
Poland,2020-03-22,634,7,13,Europe,POL
Portugal,2020-03-22,1600,14,5,Europe,PRT
Qatar,2020-03-22,494,0,33,Asia,QAT
Romania,2020-03-22,433,3,64,Europe,ROU
Russia,2020-03-22,367,1,16,Europe,RUS
Rwanda,2020-03-22,19,0,0,Africa,RWA
St. Lucia,2020-03-22,2,0,0,Americas,LCA
St. Vincent & Grenadines,2020-03-22,1,0,0,Americas,VCT
San Marino,2020-03-22,175,20,4,Europe,SMR
Saudi Arabia,2020-03-22,511,0,17,Asia,SAU
Senegal,2020-03-22,67,0,5,Africa,SEN
Serbia,2020-03-22,222,2,2,Europe,SRB
Seychelles,2020-03-22,7,0,0,Africa,SYC
Singapore,2020-03-22,455,2,144,Asia,SGP
Slovakia,2020-03-22,185,0,7,Europe,SVK
Slovenia,2020-03-22,414,2,0,Europe,SVN
Somalia,2020-03-22,1,0,0,Africa,SOM
South Africa,2020-03-22,274,0,2,Africa,ZAF
Spain,2020-03-22,28603,1756,2125,Europe,ESP
Sri Lanka,2020-03-22,82,0,3,Asia,LKA
Sudan,2020-03-22,2,1,0,Africa,SDN
Suriname,2020-03-22,5,0,0,Americas,SUR
Sweden,2020-03-22,1931,21,16,Europe,SWE
Switzerland,2020-03-22,7474,98,131,Europe,CHE
Syria,2020-03-22,1,0,0,Asia,SYR
Taiwan,2020-03-22,169,2,28,Asia,TWN
Tanzania,2020-03-22,12,0,0,Africa,TZA
Thailand,2020-03-22,599,1,44,Asia,THA
Timor-Leste,2020-03-22,1,0,0,Asia,TLS
Togo,2020-03-22,16,0,0,Africa,TGO
Trinidad & Tobago,2020-03-22,50,0,0,Americas,TTO
Tunisia,2020-03-22,75,3,1,Africa,TUN
Turkey,2020-03-22,1236,30,0,Asia,TUR
Uganda,2020-03-22,1,0,0,Africa,UGA
Ukraine,2020-03-22,73,3,1,Europe,UKR
United Arab Emirates,2020-03-22,153,2,38,Asia,ARE
United Kingdom,2020-03-22,5741,282,95,Europe,GBR
Uruguay,2020-03-22,135,0,0,Americas,URY
United States,2020-03-22,33746,427,0,Americas,USA
Uzbekistan,2020-03-22,43,0,0,Asia,UZB
Venezuela,2020-03-22,70,0,15,Americas,VEN
Vietnam,2020-03-22,113,0,17,Asia,VNM
Zambia,2020-03-22,3,0,0,Africa,ZMB
Zimbabwe,2020-03-22,3,0,0,Africa,ZWE
Afghanistan,2020-03-23,40,1,1,Asia,AFG
Albania,2020-03-23,104,4,2,Europe,ALB
Algeria,2020-03-23,230,17,65,Africa,DZA
Andorra,2020-03-23,133,1,1,Europe,AND
Angola,2020-03-23,3,0,0,Africa,AGO
Antigua & Barbuda,2020-03-23,3,0,0,Americas,ATG
Argentina,2020-03-23,266,4,27,Americas,ARG
Armenia,2020-03-23,235,0,2,Asia,ARM
Australia,2020-03-23,1682,7,119,Oceania,AUS
Austria,2020-03-23,4474,21,9,Europe,AUT
Azerbaijan,2020-03-23,72,1,10,Asia,AZE
Bahamas,2020-03-23,4,0,0,Americas,BHS
Bahrain,2020-03-23,377,2,164,Asia,BHR
Bangladesh,2020-03-23,33,3,5,Asia,BGD
Barbados,2020-03-23,17,0,0,Americas,BRB
Belarus,2020-03-23,81,0,22,Europe,BLR
Belgium,2020-03-23,3743,88,401,Europe,BEL
Belize,2020-03-23,1,0,0,Americas,BLZ
Benin,2020-03-23,5,0,0,Africa,BEN
Bhutan,2020-03-23,2,0,0,Asia,BTN
Bolivia,2020-03-23,27,0,0,Americas,BOL
Bosnia & Herzegovina,2020-03-23,132,1,2,Europe,BIH
Brazil,2020-03-23,1924,34,2,Americas,BRA
Brunei,2020-03-23,91,0,2,Asia,BRN
Bulgaria,2020-03-23,201,3,3,Europe,BGR
Burkina Faso,2020-03-23,99,4,5,Africa,BFA
Cape Verde,2020-03-23,3,0,0,Africa,CPV
Cambodia,2020-03-23,87,0,2,Asia,KHM
Cameroon,2020-03-23,56,0,2,Africa,CMR
Canada,2020-03-23,2088,25,0,Americas,CAN
Central African Republic,2020-03-23,3,0,0,Africa,CAF
Chad,2020-03-23,1,0,0,Africa,TCD
Chile,2020-03-23,746,2,11,Americas,CHL
China,2020-03-23,81496,3274,72819,Asia,CHN
Colombia,2020-03-23,277,3,3,Americas,COL
Congo - Brazzaville,2020-03-23,4,0,0,Africa,COG
Congo - Kinshasa,2020-03-23,36,1,0,Africa,COD
Costa Rica,2020-03-23,158,2,2,Americas,CRI
Côte d’Ivoire,2020-03-23,25,0,2,Africa,CIV
Croatia,2020-03-23,315,1,5,Europe,HRV
Cruise Ship,2020-03-23,712,8,567,Outro,NA
Cuba,2020-03-23,40,1,0,Americas,CUB
Cyprus,2020-03-23,116,1,3,Asia,CYP
Czechia,2020-03-23,1236,1,7,Europe,CZE
Denmark,2020-03-23,1572,24,24,Europe,DNK
Djibouti,2020-03-23,3,0,0,Africa,DJI
Dominica,2020-03-23,2,0,0,Americas,DMA
Dominican Republic,2020-03-23,245,3,3,Americas,DOM
Ecuador,2020-03-23,981,18,3,Americas,ECU
Egypt,2020-03-23,366,19,68,Africa,EGY
El Salvador,2020-03-23,3,0,0,Americas,SLV
Equatorial Guinea,2020-03-23,9,0,0,Africa,GNQ
Eritrea,2020-03-23,1,0,0,Africa,ERI
Estonia,2020-03-23,352,0,4,Europe,EST
Swaziland,2020-03-23,4,0,0,Africa,SWZ
Ethiopia,2020-03-23,11,0,0,Africa,ETH
Fiji,2020-03-23,3,0,0,Oceania,FJI
Finland,2020-03-23,700,1,10,Europe,FIN
France,2020-03-23,20123,862,2207,Europe,FRA
Gabon,2020-03-23,5,1,0,Africa,GAB
Gambia,2020-03-23,2,1,0,Africa,GMB
Georgia,2020-03-23,61,0,8,Asia,GEO
Germany,2020-03-23,29056,123,453,Europe,DEU
Ghana,2020-03-23,27,2,0,Africa,GHA
Greece,2020-03-23,695,17,29,Europe,GRC
