city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
Propriá,2805703,2020-03-22,29626,True,False,2,6.75083,2020-03-20,,0,city,SE,0,0
Barueri,3505708,2020-03-22,274182,True,False,1,0.36472,2020-03-20,,0,city,SP,0,0
Campinas,3509502,2020-03-22,1204073,True,False,1,0.08305,2020-03-20,,0,city,SP,0,0
Carapicuíba,3510609,2020-03-22,400927,True,False,2,0.49884,2020-03-20,,0,city,SP,0,0
Cotia,3513009,2020-03-22,249210,True,False,2,0.80254,2020-03-20,,0,city,SP,0,0
Ferraz de Vasconcelos,3515707,2020-03-22,194276,True,False,1,0.51473,2020-03-20,,0,city,SP,0,0
Guarulhos,3518800,2020-03-22,1379182,True,False,1,0.07251,2020-03-20,,0,city,SP,0,0
Hortolândia,3519071,2020-03-22,230851,True,False,1,0.43318,2020-03-20,,0,city,SP,0,0
Importados/Indefinidos,,2020-03-22,,False,False,0,,2020-03-22,,0,city,SP,0,0
Jaguariúna,3524709,2020-03-22,57488,True,False,1,1.73949,2020-03-20,,0,city,SP,0,0
Mauá,3529401,2020-03-22,472912,True,False,1,0.21146,2020-03-20,,0,city,SP,0,0
Mogi das Cruzes,3530607,2020-03-22,445842,True,False,1,0.22429,2020-03-20,,0,city,SP,0,0
Osasco,3534401,2020-03-22,698418,True,False,1,0.14318,2020-03-20,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-22,139447,True,False,2,1.43424,2020-03-20,,0,city,SP,0,0
Santo André,3547809,2020-03-22,718773,True,False,3,0.41738,2020-03-20,,0,city,SP,0,0
Suzano,3552502,2020-03-22,297637,True,False,1,0.33598,2020-03-20,,0,city,SP,0,0
São Bernardo do Campo,3548708,2020-03-22,838936,True,False,4,0.47679,2020-03-20,,0,city,SP,0,0
São Caetano do Sul,3548807,2020-03-22,161127,True,False,4,2.48251,2020-03-20,,0,city,SP,0,0
São José do Rio Preto,3549805,2020-03-22,460671,True,False,1,0.21707,2020-03-20,,0,city,SP,0,0
São José dos Campos,3549904,2020-03-22,721944,True,False,1,0.13851,2020-03-20,,0,city,SP,0,0
São Paulo,3550308,2020-03-22,12252023,True,False,306,2.49755,2020-03-20,0.0294,9,city,SP,0,0
Taubaté,3554102,2020-03-22,314924,True,False,1,0.31754,2020-03-20,,0,city,SP,0,0
Vargem Grande Paulista,3556453,2020-03-22,52597,True,False,1,1.90125,2020-03-19,,0,city,SP,0,0
Palmas,1721000,2020-03-22,299127,False,False,5,1.67153,2020-03-22,,0,city,TO,3,0
,12,2020-03-22,881935,False,False,11,1.24726,2020-03-22,,0,state,AC,0,0
,27,2020-03-22,3337357,False,False,7,0.20975,2020-03-22,,0,state,AL,0,0
,13,2020-03-22,4144597,False,False,26,0.62732,2020-03-22,,0,state,AM,15,0
,16,2020-03-22,845731,False,False,1,0.11824,2020-03-22,,0,state,AP,0,0
,29,2020-03-22,14873064,False,False,55,0.3698,2020-03-22,,0,state,BA,14,0
,23,2020-03-22,9132078,False,False,125,1.3688,2020-03-22,,0,state,CE,41,0
,53,2020-03-22,3015268,False,False,117,3.88025,2020-03-22,,0,state,DF,9,0
,32,2020-03-22,4018650,False,False,26,0.64698,2020-03-22,,0,state,ES,0,0
,52,2020-03-22,7018354,False,False,21,0.29922,2020-03-22,,0,state,GO,2,0
,21,2020-03-22,7075181,False,False,2,0.02827,2020-03-22,,0,state,MA,0,0
,31,2020-03-22,21168791,False,False,83,0.39209,2020-03-22,,0,state,MG,28,0
,50,2020-03-22,2778986,False,False,21,0.75567,2020-03-22,,0,state,MS,5,0
,51,2020-03-22,3484466,False,False,2,0.0574,2020-03-22,,0,state,MT,1,0
,15,2020-03-22,8602865,False,False,4,0.0465,2020-03-22,,0,state,PA,2,0
,25,2020-03-22,4018127,False,False,1,0.02489,2020-03-22,,0,state,PB,0,0
,26,2020-03-22,9557071,False,False,37,0.38715,2020-03-22,,0,state,PE,4,0
,22,2020-03-22,3273227,False,False,6,0.18331,2020-03-22,,0,state,PI,2,0
,41,2020-03-22,11433957,False,False,54,0.47228,2020-03-22,,0,state,PR,11,0
,33,2020-03-22,17264943,False,False,186,1.07733,2020-03-22,0.0161,3,state,RJ,67,0
,24,2020-03-22,3506853,False,False,13,0.3707,2020-03-22,,0,state,RN,4,0
,11,2020-03-22,1777225,False,False,3,0.1688,2020-03-22,,0,state,RO,0,0
,14,2020-03-22,605761,False,False,2,0.33016,2020-03-22,,0,state,RR,0,0
,43,2020-03-22,11377239,False,False,77,0.67679,2020-03-22,,0,state,RS,8,0
,42,2020-03-22,7164788,False,False,68,0.94909,2020-03-22,,0,state,SC,11,0
,28,2020-03-22,2298696,True,False,10,0.43503,2020-03-21,,0,state,SE,0,0
,35,2020-03-22,45919049,False,False,631,1.37416,2020-03-22,0.0349,22,state,SP,235,7
,17,2020-03-22,1572866,False,False,5,0.31789,2020-03-22,,0,state,TO,3,0
Rio Branco,1200401,2020-03-23,407319,False,False,17,4.17363,2020-03-23,,0,city,AC,6,0
Maceió,2704302,2020-03-23,1018948,False,False,8,0.78512,2020-03-23,,0,city,AL,1,0
Manaus,1302603,2020-03-23,2182763,False,False,31,1.42022,2020-03-23,,0,city,AM,6,0
Parintins,1303403,2020-03-23,114273,False,False,1,0.8751,2020-03-23,,0,city,AM,0,0
Macapá,1600303,2020-03-23,503327,False,False,1,0.19868,2020-03-23,,0,city,AP,0,0
Barreiras,2903201,2020-03-23,155439,False,False,1,0.64334,2020-03-23,,0,city,BA,0,0
Brumado,2904605,2020-03-23,67195,False,False,1,1.48821,2020-03-23,,0,city,BA,1,0
Camaçari,2905701,2020-03-23,299132,False,False,1,0.3343,2020-03-23,,0,city,BA,0,0
Conceição do Jacuípe,2908507,2020-03-23,33153,False,False,1,3.01632,2020-03-23,,0,city,BA,0,0
Feira de Santana,2910800,2020-03-23,614872,False,False,6,0.97581,2020-03-23,,0,city,BA,0,0
Itabuna,2914802,2020-03-23,213223,False,False,1,0.46899,2020-03-23,,0,city,BA,0,0
Jequié,2918001,2020-03-23,155966,False,False,1,0.64117,2020-03-23,,0,city,BA,1,0
Juazeiro,2918407,2020-03-23,216707,False,False,1,0.46145,2020-03-23,,0,city,BA,1,0
Lauro de Freitas,2919207,2020-03-23,198440,False,False,3,1.51179,2020-03-23,,0,city,BA,0,0
Porto Seguro,2925303,2020-03-23,148686,False,False,8,5.38047,2020-03-23,,0,city,BA,1,0
Prado,2925501,2020-03-23,28174,False,False,2,7.09874,2020-03-23,,0,city,BA,0,0
Salvador,2927408,2020-03-23,2872347,False,False,37,1.28815,2020-03-23,,0,city,BA,4,0
Aquiraz,2301000,2020-03-23,80271,False,False,6,7.47468,2020-03-23,,0,city,CE,1,0
Fortaleza,2304400,2020-03-23,2669342,False,False,151,5.65682,2020-03-23,,0,city,CE,35,0
Fortim,2304459,2020-03-23,16480,False,False,1,6.06796,2020-03-23,,0,city,CE,0,0
Importados/Indefinidos,,2020-03-23,,False,False,2,,2020-03-23,,0,city,CE,1,0
Juazeiro do Norte,2307304,2020-03-23,274207,False,False,1,0.36469,2020-03-23,,0,city,CE,0,0
Sobral,2312908,2020-03-23,208935,False,False,3,1.43585,2020-03-23,,0,city,CE,2,0
Brasília,5300108,2020-03-23,3015268,False,False,138,4.57671,2020-03-23,,0,city,DF,21,0
Cachoeiro de Itapemirim,3201209,2020-03-23,208972,False,False,1,0.47853,2020-03-23,,0,city,ES,0,0
Cariacica,3201308,2020-03-23,381285,False,False,1,0.26227,2020-03-23,,0,city,ES,0,0
Linhares,3203205,2020-03-23,173555,False,False,2,1.15237,2020-03-23,,0,city,ES,0,0
Santa Teresa,3204609,2020-03-23,23590,False,False,1,4.23908,2020-03-23,,0,city,ES,1,0
Serra,3205002,2020-03-23,517510,False,False,1,0.19323,2020-03-23,,0,city,ES,1,0
Vila Velha,3205200,2020-03-23,493838,False,False,13,2.63244,2020-03-23,,0,city,ES,2,0
Vitória,3205309,2020-03-23,362097,False,False,14,3.86637,2020-03-23,,0,city,ES,3,0
Anápolis,5201108,2020-03-23,386923,False,False,2,0.5169,2020-03-23,,0,city,GO,0,0
Aparecida de Goiânia,5201405,2020-03-23,578179,False,False,2,0.34591,2020-03-23,,0,city,GO,1,0
Catalão,5205109,2020-03-23,108823,False,False,1,0.91892,2020-03-23,,0,city,GO,0,0
Goiânia,5208707,2020-03-23,1516113,False,False,12,0.7915,2020-03-23,,0,city,GO,1,0
Importados/Indefinidos,,2020-03-23,,False,False,0,,2020-03-23,,0,city,GO,0,0
Jataí,5211909,2020-03-23,100882,False,False,1,0.99126,2020-03-23,,0,city,GO,0,0
Rio Verde,5218805,2020-03-23,235647,False,False,5,2.12182,2020-03-23,,0,city,GO,0,0
São Luís,2111300,2020-03-23,1101884,False,False,8,0.72603,2020-03-23,,0,city,MA,6,0
Belo Horizonte,3106200,2020-03-23,2512070,False,False,60,2.38847,2020-03-23,,0,city,MG,30,0
Betim,3106705,2020-03-23,439340,False,False,1,0.22761,2020-03-23,,0,city,MG,1,0
Bom Despacho,3107406,2020-03-23,50605,False,False,1,1.97609,2020-03-23,,0,city,MG,1,0
Campos Altos,3111507,2020-03-23,15461,False,False,1,6.46789,2020-03-23,,0,city,MG,1,0
Contagem,3118601,2020-03-23,663855,False,False,2,0.30127,2020-03-23,,0,city,MG,2,0
Coronel Fabriciano,3119401,2020-03-23,109855,False,False,1,0.91029,2020-03-23,,0,city,MG,-1,0
Divinópolis,3122306,2020-03-23,238230,False,False,1,0.41976,2020-03-23,,0,city,MG,0,0
Importados/Indefinidos,,2020-03-23,,False,False,28,,2020-03-23,,0,city,MG,26,0
Ipatinga,3131307,2020-03-23,263410,False,False,1,0.37964,2020-03-23,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-23,568873,False,False,8,1.40629,2020-03-23,,0,city,MG,4,0
Lagoa da Prata,3137205,2020-03-23,52165,False,False,1,1.91699,2020-03-23,,0,city,MG,1,0
Mariana,3140001,2020-03-23,60724,False,False,2,3.29359,2020-03-23,,0,city,MG,1,0
Nova Lima,3144805,2020-03-23,94889,False,False,7,7.37704,2020-03-23,,0,city,MG,3,0
Patrocínio,3148103,2020-03-23,90757,False,False,1,1.10184,2020-03-23,,0,city,MG,0,0
Poços de Caldas,3151800,2020-03-23,167397,False,False,1,0.59738,2020-03-23,,0,city,MG,0,0
Sete Lagoas,3167202,2020-03-23,239639,False,False,2,0.83459,2020-03-23,,0,city,MG,1,0
Timóteo,3168705,2020-03-23,89842,False,False,1,1.11307,2020-03-23,,0,city,MG,1,0
Uberaba,3170107,2020-03-23,333783,False,False,3,0.89879,2020-03-23,,0,city,MG,0,0
Uberlândia,3170206,2020-03-23,691305,False,False,6,0.86792,2020-03-23,,0,city,MG,3,0
Campo Grande,5002704,2020-03-23,895982,False,False,19,2.12058,2020-03-23,,0,city,MS,0,0
Ponta Porã,5006606,2020-03-23,92526,False,False,1,1.08078,2020-03-23,,0,city,MS,0,0
Sidrolândia,5007901,2020-03-23,57665,False,False,1,1.73415,2020-03-23,,0,city,MS,0,0
Cuiabá,5103403,2020-03-23,612547,False,False,5,0.81626,2020-03-23,,0,city,MT,4,0
Várzea Grande,5108402,2020-03-23,284971,False,False,1,0.35091,2020-03-23,,0,city,MT,1,0
Belém,1501402,2020-03-23,1492745,False,False,4,0.26796,2020-03-23,,0,city,PA,0,0
Marabá,1504208,2020-03-23,279349,False,False,1,0.35798,2020-03-23,,0,city,PA,1,0
Igaracy,2502607,2020-03-23,6117,False,False,1,16.34788,2020-03-23,,0,city,PB,1,0
João Pessoa,2507507,2020-03-23,809015,False,False,1,0.12361,2020-03-23,,0,city,PB,0,0
Belo Jardim,2601706,2020-03-23,76439,False,False,1,1.30823,2020-03-23,,0,city,PE,0,0
Caruaru,2604106,2020-03-23,361118,False,False,1,0.27692,2020-03-23,,0,city,PE,1,0
Importados/Indefinidos,,2020-03-23,,False,False,4,,2020-03-23,,0,city,PE,0,0
Jaboatão dos Guararapes,2607901,2020-03-23,702298,False,False,3,0.42717,2020-03-23,,0,city,PE,0,0
Olinda,2609600,2020-03-23,392482,False,False,2,0.50958,2020-03-23,,0,city,PE,1,0
Petrolina,2611101,2020-03-23,349145,False,False,1,0.28641,2020-03-23,,0,city,PE,1,0
Recife,2611606,2020-03-23,1645727,False,False,30,1.8229,2020-03-23,,0,city,PE,2,0
Teresina,2211001,2020-03-23,864845,False,False,6,0.69377,2020-03-23,,0,city,PI,0,0
Campo Largo,4104204,2020-03-23,132002,False,False,1,0.75756,2020-03-23,,0,city,PR,0,0
Cascavel,4104808,2020-03-23,328454,False,False,1,0.30446,2020-03-23,,0,city,PR,1,0
Cianorte,4105508,2020-03-23,82620,False,False,6,7.26216,2020-03-23,,0,city,PR,2,0
Colombo,4105805,2020-03-23,243726,False,False,1,0.4103,2020-03-23,,0,city,PR,0,0
Curitiba,4106902,2020-03-23,1933105,False,False,34,1.75883,2020-03-23,,0,city,PR,3,0
Foz do Iguaçu,4108304,2020-03-23,258532,False,False,4,1.5472,2020-03-23,,0,city,PR,0,0
Guaíra,4108809,2020-03-23,33119,False,False,1,3.01941,2020-03-23,,0,city,PR,0,0
Importados/Indefinidos,,2020-03-23,,False,False,4,,2020-03-23,,0,city,PR,0,0
Londrina,4113700,2020-03-23,569733,False,False,3,0.52656,2020-03-23,,0,city,PR,0,0
Maringá,4115200,2020-03-23,423666,False,False,1,0.23603,2020-03-23,,0,city,PR,0,0
Pato Branco,4118501,2020-03-23,82881,False,False,1,1.20655,2020-03-23,,0,city,PR,0,0
Pinhais,4119152,2020-03-23,132157,False,False,2,1.51335,2020-03-23,,0,city,PR,0,0
Ponta Grossa,4119905,2020-03-23,351736,False,False,1,0.2843,2020-03-23,,0,city,PR,0,0
Umuarama,4128104,2020-03-23,111557,False,False,0,,2020-03-23,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-23,184412,False,False,1,0.54226,2020-03-23,,0,city,RJ,0,0
Guapimirim,3301850,2020-03-23,60517,False,False,1,1.65243,2020-03-23,,0,city,RJ,0,0
Importados/Indefinidos,,2020-03-23,,False,False,2,,2020-03-23,,0,city,RJ,0,0
Miguel Pereira,3302908,2020-03-23,25538,False,False,1,3.91573,2020-03-23,1.0,1,city,RJ,0,0
Niterói,3303302,2020-03-23,513584,False,False,10,1.9471,2020-03-23,0.1,1,city,RJ,0,0
Petrópolis,3303906,2020-03-23,306191,False,False,3,0.97978,2020-03-23,0.3333,1,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-23,6718903,False,False,212,3.15528,2020-03-23,0.0047,1,city,RJ,44,1
São Gonçalo,3304904,2020-03-23,1084839,False,False,3,0.27654,2020-03-23,,0,city,RJ,3,0
Mossoró,2408003,2020-03-23,297378,True,False,1,0.33627,2020-03-22,,0,city,RN,0,0
Natal,2408102,2020-03-23,884122,True,False,9,1.01796,2020-03-22,,0,city,RN,0,0
Parnamirim,2403251,2020-03-23,261469,True,False,3,1.14736,2020-03-22,,0,city,RN,0,0
Ji-Paraná,1100122,2020-03-23,128969,True,False,1,0.77538,2020-03-22,,0,city,RO,0,0
Porto Velho,1100205,2020-03-23,529544,True,False,2,0.37768,2020-03-22,,0,city,RO,0,0
Boa Vista,1400100,2020-03-23,399213,False,False,2,0.50099,2020-03-23,,0,city,RR,0,0
Alvorada,4300604,2020-03-23,210305,False,False,2,0.951,2020-03-23,,0,city,RS,0,0
Bagé,4301602,2020-03-23,121143,False,False,7,5.7783,2020-03-23,,0,city,RS,4,0
Bento Gonçalves,4302105,2020-03-23,120454,False,False,2,1.66038,2020-03-23,,0,city,RS,0,0
Campo Bom,4303905,2020-03-23,66712,False,False,2,2.99796,2020-03-23,,0,city,RS,0,0
Canoas,4304606,2020-03-23,346616,False,False,5,1.44252,2020-03-23,,0,city,RS,2,0
Capão da Canoa,4304630,2020-03-23,53049,False,False,1,1.88505,2020-03-23,,0,city,RS,1,0
Carlos Barbosa,4304804,2020-03-23,29833,False,False,1,3.35199,2020-03-23,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-23,510906,False,False,2,0.39146,2020-03-23,,0,city,RS,0,0
Charqueadas,4305355,2020-03-23,40789,False,False,1,2.45164,2020-03-23,,0,city,RS,0,0
Cruzeiro do Sul,4306205,2020-03-23,12348,False,False,1,8.09848,2020-03-23,,0,city,RS,1,0
Dois Irmãos,4306403,2020-03-23,32671,False,False,1,3.06082,2020-03-23,,0,city,RS,0,0
Eldorado do Sul,4306767,2020-03-23,41285,False,False,1,2.42219,2020-03-23,,0,city,RS,0,0
Erechim,4307005,2020-03-23,105862,False,False,3,2.83388,2020-03-23,,0,city,RS,0,0
Estrela,4307807,2020-03-23,34116,False,False,1,2.93118,2020-03-23,,0,city,RS,0,0
Estância Velha,4307609,2020-03-23,50022,False,False,1,1.99912,2020-03-23,,0,city,RS,0,0
Farroupilha,4307906,2020-03-23,72331,False,False,1,1.38253,2020-03-23,,0,city,RS,0,0
Ivoti,4310801,2020-03-23,24293,False,False,2,8.23282,2020-03-23,,0,city,RS,0,0
Lajeado,4311403,2020-03-23,84014,False,False,3,3.57083,2020-03-23,,0,city,RS,1,0
Osório,4313508,2020-03-23,45994,False,False,1,2.1742,2020-03-23,,0,city,RS,1,0
Porto Alegre,4314902,2020-03-23,1483771,False,False,41,2.76323,2020-03-23,,0,city,RS,3,0
Rio Grande,4315602,2020-03-23,211005,False,False,1,0.47392,2020-03-23,,0,city,RS,1,0
Sant'Ana do Livramento,4317103,2020-03-23,77027,False,False,3,3.89474,2020-03-23,,0,city,RS,1,0
Santa Maria,4316907,2020-03-23,282123,False,False,2,0.70891,2020-03-23,,0,city,RS,1,0
Santiago,4317400,2020-03-23,49425,False,False,1,2.02327,2020-03-23,,0,city,RS,1,0
Santo Antônio da Patrulha,4317608,2020-03-23,42894,False,False,1,2.33133,2020-03-23,,0,city,RS,0,0
Sapiranga,4319901,2020-03-23,81734,False,False,1,1.22348,2020-03-23,,0,city,RS,-1,0
Serafina Corrêa,4320404,2020-03-23,17502,False,False,2,11.42727,2020-03-23,,0,city,RS,1,0
São Leopoldo,4318705,2020-03-23,236835,False,False,1,0.42223,2020-03-23,,0,city,RS,0,0
Taquara,4321204,2020-03-23,57466,False,False,1,1.74016,2020-03-23,,0,city,RS,-1,0
Torres,4321501,2020-03-23,38732,False,False,3,7.74553,2020-03-23,,0,city,RS,2,0
Viamão,4323002,2020-03-23,255224,False,False,1,0.39181,2020-03-23,,0,city,RS,1,0
Balneário Camboriú,4202008,2020-03-23,142295,False,False,6,4.21659,2020-03-23,,0,city,SC,0,0
Blumenau,4202404,2020-03-23,357199,False,False,7,1.95969,2020-03-23,,0,city,SC,1,0
Braço do Norte,4202800,2020-03-23,33450,False,False,9,26.90583,2020-03-23,,0,city,SC,2,0
Chapecó,4204202,2020-03-23,220367,False,False,2,0.90758,2020-03-23,,0,city,SC,0,0
Criciúma,4204608,2020-03-23,215186,False,False,9,4.18243,2020-03-23,,0,city,SC,2,0
Florianópolis,4205407,2020-03-23,500973,False,False,15,2.99417,2020-03-23,,0,city,SC,5,0
Gaspar,4205902,2020-03-23,69639,False,False,1,1.43598,2020-03-23,,0,city,SC,1,0
Gravatal,4206207,2020-03-23,11501,False,False,2,17.38979,2020-03-23,,0,city,SC,1,0
Imbituba,4207304,2020-03-23,44853,False,False,2,4.45901,2020-03-23,,0,city,SC,0,0
Itajaí,4208203,2020-03-23,219536,False,False,7,3.18854,2020-03-23,,0,city,SC,0,0
Içara,4207007,2020-03-23,56421,False,False,1,1.77239,2020-03-23,,0,city,SC,1,0
Jaguaruna,4208807,2020-03-23,20024,False,False,1,4.99401,2020-03-23,,0,city,SC,0,0
Jaraguá do Sul,4208906,2020-03-23,177697,False,False,2,1.12551,2020-03-23,,0,city,SC,1,0
Joinville,4209102,2020-03-23,590466,False,False,4,0.67743,2020-03-23,,0,city,SC,0,0
Lages,4209300,2020-03-23,157544,False,False,1,0.63474,2020-03-23,,0,city,SC,0,0
Navegantes,4211306,2020-03-23,81475,False,False,1,1.22737,2020-03-23,,0,city,SC,0,0
Pomerode,4213203,2020-03-23,33447,False,False,1,2.9898,2020-03-23,,0,city,SC,0,0
Porto Belo,4213500,2020-03-23,21388,False,False,2,9.35104,2020-03-23,,0,city,SC,2,0
Rancho Queimado,4214300,2020-03-23,2878,False,False,2,69.4927,2020-03-23,,0,city,SC,0,0
São José,4216602,2020-03-23,246586,False,False,4,1.62215,2020-03-23,,0,city,SC,1,0
Tubarão,4218707,2020-03-23,105686,False,False,7,6.62339,2020-03-23,,0,city,SC,1,0
Aracaju,2800308,2020-03-23,657013,True,False,7,1.06543,2020-03-21,,0,city,SE,0,0
Nossa Senhora da Glória,2804508,2020-03-23,36924,True,False,1,2.70827,2020-03-21,,0,city,SE,0,0
Propriá,2805703,2020-03-23,29626,True,False,2,6.75083,2020-03-20,,0,city,SE,0,0
Barueri,3505708,2020-03-23,274182,True,False,1,0.36472,2020-03-20,,0,city,SP,0,0
Campinas,3509502,2020-03-23,1204073,True,False,1,0.08305,2020-03-20,,0,city,SP,0,0
Carapicuíba,3510609,2020-03-23,400927,True,False,2,0.49884,2020-03-20,,0,city,SP,0,0
Cotia,3513009,2020-03-23,249210,True,False,2,0.80254,2020-03-20,,0,city,SP,0,0
Ferraz de Vasconcelos,3515707,2020-03-23,194276,True,False,1,0.51473,2020-03-20,,0,city,SP,0,0
Guarulhos,3518800,2020-03-23,1379182,True,False,1,0.07251,2020-03-20,,0,city,SP,0,0
Hortolândia,3519071,2020-03-23,230851,True,False,1,0.43318,2020-03-20,,0,city,SP,0,0
Importados/Indefinidos,,2020-03-23,,False,False,0,,2020-03-23,,0,city,SP,0,0
Jaguariúna,3524709,2020-03-23,57488,True,False,1,1.73949,2020-03-20,,0,city,SP,0,0
Mauá,3529401,2020-03-23,472912,True,False,1,0.21146,2020-03-20,,0,city,SP,0,0
Mogi das Cruzes,3530607,2020-03-23,445842,True,False,1,0.22429,2020-03-20,,0,city,SP,0,0
Osasco,3534401,2020-03-23,698418,True,False,1,0.14318,2020-03-20,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-23,139447,True,False,2,1.43424,2020-03-20,,0,city,SP,0,0
Santo André,3547809,2020-03-23,718773,True,False,3,0.41738,2020-03-20,,0,city,SP,0,0
Suzano,3552502,2020-03-23,297637,True,False,1,0.33598,2020-03-20,,0,city,SP,0,0
São Bernardo do Campo,3548708,2020-03-23,838936,True,False,4,0.47679,2020-03-20,,0,city,SP,0,0
São Caetano do Sul,3548807,2020-03-23,161127,True,False,4,2.48251,2020-03-20,,0,city,SP,0,0
São José do Rio Preto,3549805,2020-03-23,460671,True,False,1,0.21707,2020-03-20,,0,city,SP,0,0
São José dos Campos,3549904,2020-03-23,721944,True,False,1,0.13851,2020-03-20,,0,city,SP,0,0
São Paulo,3550308,2020-03-23,12252023,True,False,306,2.49755,2020-03-20,0.0294,9,city,SP,0,0
Taubaté,3554102,2020-03-23,314924,True,False,1,0.31754,2020-03-20,,0,city,SP,0,0
Vargem Grande Paulista,3556453,2020-03-23,52597,True,False,1,1.90125,2020-03-19,,0,city,SP,0,0
Palmas,1721000,2020-03-23,299127,False,False,7,2.34014,2020-03-23,,0,city,TO,2,0
,12,2020-03-23,881935,False,False,17,1.92758,2020-03-23,,0,state,AC,6,0
,27,2020-03-23,3337357,False,False,8,0.23971,2020-03-23,,0,state,AL,1,0
,13,2020-03-23,4144597,False,False,32,0.77209,2020-03-23,,0,state,AM,6,0
,16,2020-03-23,845731,False,False,1,0.11824,2020-03-23,,0,state,AP,0,0
,29,2020-03-23,14873064,False,False,63,0.42358,2020-03-23,,0,state,BA,8,0
,23,2020-03-23,9132078,False,False,164,1.79587,2020-03-23,,0,state,CE,39,0
,53,2020-03-23,3015268,False,False,138,4.57671,2020-03-23,,0,state,DF,21,0
,32,2020-03-23,4018650,False,False,33,0.82117,2020-03-23,,0,state,ES,7,0
,52,2020-03-23,7018354,False,False,23,0.32771,2020-03-23,,0,state,GO,2,0
,21,2020-03-23,7075181,False,False,8,0.11307,2020-03-23,,0,state,MA,6,0
,31,2020-03-23,21168791,False,False,128,0.60466,2020-03-23,,0,state,MG,45,0
,50,2020-03-23,2778986,False,False,21,0.75567,2020-03-23,,0,state,MS,0,0
,51,2020-03-23,3484466,False,False,6,0.17219,2020-03-23,,0,state,MT,4,0
,15,2020-03-23,8602865,False,False,5,0.05812,2020-03-23,,0,state,PA,1,0
,25,2020-03-23,4018127,False,False,2,0.04977,2020-03-23,,0,state,PB,1,0
,26,2020-03-23,9557071,False,False,42,0.43947,2020-03-23,,0,state,PE,5,0
,22,2020-03-23,3273227,False,False,6,0.18331,2020-03-23,,0,state,PI,0,0
,41,2020-03-23,11433957,False,False,60,0.52475,2020-03-23,,0,state,PR,6,0
,33,2020-03-23,17264943,False,False,233,1.34956,2020-03-23,0.0172,4,state,RJ,47,1
,24,2020-03-23,3506853,True,False,13,0.3707,2020-03-22,,0,state,RN,0,0
,11,2020-03-23,1777225,True,False,3,0.1688,2020-03-22,,0,state,RO,0,0
,14,2020-03-23,605761,False,False,2,0.33016,2020-03-23,,0,state,RR,0,0
,43,2020-03-23,11377239,False,False,96,0.84379,2020-03-23,,0,state,RS,19,0
,42,2020-03-23,7164788,False,False,86,1.20031,2020-03-23,,0,state,SC,18,0
,28,2020-03-23,2298696,True,False,10,0.43503,2020-03-21,,0,state,SE,0,0
,35,2020-03-23,45919049,False,False,745,1.62242,2020-03-23,0.0403,30,state,SP,114,8
,17,2020-03-23,1572866,False,False,7,0.44505,2020-03-23,,0,state,TO,2,0
Rio Branco,1200401,2020-03-24,407319,False,False,21,5.15566,2020-03-24,,0,city,AC,4,0
Maceió,2704302,2020-03-24,1018948,False,False,10,0.9814,2020-03-24,,0,city,AL,2,0
Manaus,1302603,2020-03-24,2182763,False,False,45,2.06161,2020-03-24,,0,city,AM,14,0
Parintins,1303403,2020-03-24,114273,False,False,2,1.75019,2020-03-24,0.5,1,city,AM,1,1
Macapá,1600303,2020-03-24,503327,False,False,1,0.19868,2020-03-24,,0,city,AP,0,0
Barreiras,2903201,2020-03-24,155439,False,False,1,0.64334,2020-03-24,,0,city,BA,0,0
Brumado,2904605,2020-03-24,67195,False,False,1,1.48821,2020-03-24,,0,city,BA,0,0
Camaçari,2905701,2020-03-24,299132,False,False,1,0.3343,2020-03-24,,0,city,BA,0,0
Conceição do Jacuípe,2908507,2020-03-24,33153,False,False,1,3.01632,2020-03-24,,0,city,BA,0,0
Conde,2908606,2020-03-24,25837,False,False,1,3.87042,2020-03-24,,0,city,BA,1,0
Feira de Santana,2910800,2020-03-24,614872,False,False,8,1.30108,2020-03-24,,0,city,BA,2,0
Importados/Indefinidos,,2020-03-24,,False,False,3,,2020-03-24,,0,city,BA,3,0
Itabuna,2914802,2020-03-24,213223,False,False,1,0.46899,2020-03-24,,0,city,BA,0,0
Jequié,2918001,2020-03-24,155966,False,False,1,0.64117,2020-03-24,,0,city,BA,0,0
Juazeiro,2918407,2020-03-24,216707,False,False,2,0.92291,2020-03-24,,0,city,BA,1,0
Lauro de Freitas,2919207,2020-03-24,198440,False,False,3,1.51179,2020-03-24,,0,city,BA,0,0
Porto Seguro,2925303,2020-03-24,148686,False,False,8,5.38047,2020-03-24,,0,city,BA,0,0
Prado,2925501,2020-03-24,28174,False,False,2,7.09874,2020-03-24,,0,city,BA,0,0
Salvador,2927408,2020-03-24,2872347,False,False,45,1.56666,2020-03-24,,0,city,BA,8,0
Teixeira de Freitas,2931350,2020-03-24,160487,False,False,1,0.6231,2020-03-24,,0,city,BA,1,0
